sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage
MN921379	ncbi-nuccore-short	1	-	-	-	-
MN921380	ncbi-nuccore-short	1	-	-	-	-
MN921381	ncbi-nuccore-short	1	-	-	-	-
MN921382	ncbi-nuccore-short	1	-	-	-	-
MN921383	ncbi-nuccore-short	1	-	-	-	-
MN921384	ncbi-nuccore-short	1	-	-	-	-
MN921385	ncbi-nuccore-short	1	-	-	-	-
MN921386	ncbi-nuccore-short	1	-	-	-	-
MN921387	ncbi-nuccore-short	1	-	-	-	-
MN921388	ncbi-nuccore-short	1	-	-	-	-
MN921389	ncbi-nuccore-short	1	-	-	-	-
MN921390	ncbi-nuccore-short	1	-	-	-	-
MN921391	ncbi-nuccore-short	1	-	-	-	-
MN921392	ncbi-nuccore-short	1	-	-	-	-
MN921393	ncbi-nuccore-short	1	-	-	-	-
MN921394	ncbi-nuccore-short	1	-	-	-	-
MN921395	ncbi-nuccore-short	1	-	-	-	-
MN921396	ncbi-nuccore-short	1	-	-	-	-
MN921397	ncbi-nuccore-short	1	-	-	-	-
MN921398	ncbi-nuccore-short	1	-	-	-	-
MN921399	ncbi-nuccore-short	1	-	-	-	-
MN921400	ncbi-nuccore-short	1	-	-	-	-
MN921401	ncbi-nuccore-short	1	-	-	-	-
MN921402	ncbi-nuccore-short	1	-	-	-	-
MN921403	ncbi-nuccore-short	1	-	-	-	-
MN921404	ncbi-nuccore-short	1	-	-	-	-
MN921405	ncbi-nuccore-short	1	-	-	-	-
MN921406	ncbi-nuccore-short	1	-	-	-	-
MN921407	ncbi-nuccore-short	1	-	-	-	-
MN921408	ncbi-nuccore-short	1	-	-	-	-
MN921409	ncbi-nuccore-short	1	-	-	-	-
MN921410	ncbi-nuccore-short	1	-	-	-	-
MN921411	ncbi-nuccore-short	1	-	-	-	-
MN921412	ncbi-nuccore-short	1	-	-	-	-
MN921413	ncbi-nuccore-short	1	-	-	-	-
MN921414	ncbi-nuccore-short	1	-	-	-	-
MN921415	ncbi-nuccore-short	1	-	-	-	-
MN921416	ncbi-nuccore-short	1	-	-	-	-
MN921417	ncbi-nuccore-short	1	-	-	-	-
MN921418	ncbi-nuccore-short	1	-	-	-	-
MN921419	ncbi-nuccore-short	1	-	-	-	-
MN921420	ncbi-nuccore-short	1	-	-	-	-
MN921421	ncbi-nuccore-short	1	-	-	-	-
MN921422	ncbi-nuccore-short	1	-	-	-	-
MN921423	ncbi-nuccore-short	1	-	-	-	-
MN921424	ncbi-nuccore-short	1	-	-	-	-
MN921425	ncbi-nuccore-short	1	-	-	-	-
MN921426	ncbi-nuccore-short	1	-	-	-	-
MN921427	ncbi-nuccore-short	1	-	-	-	-
MN921428	ncbi-nuccore-short	1	-	-	-	-
MN921429	ncbi-nuccore-short	1	-	-	-	-
MN921430	ncbi-nuccore-short	1	-	-	-	-
MN921431	ncbi-nuccore-short	1	-	-	-	-
MN921432	ncbi-nuccore-short	1	-	-	-	-
MN921433	ncbi-nuccore-short	1	-	-	-	-
MN921434	ncbi-nuccore-short	1	-	-	-	-
MN921435	ncbi-nuccore-short	1	-	-	-	-
MN921436	ncbi-nuccore-short	1	-	-	-	-
MN921437	ncbi-nuccore-short	1	-	-	-	-
MN921438	ncbi-nuccore-short	1	-	-	-	-
MN921439	ncbi-nuccore-short	1	-	-	-	-
MN921440	ncbi-nuccore-short	1	-	-	-	-
MN921441	ncbi-nuccore-short	1	-	-	-	-
MN921442	ncbi-nuccore-short	1	-	-	-	-
MN921443	ncbi-nuccore-short	1	-	-	-	-
MN921444	ncbi-nuccore-short	1	-	-	-	-
MN921445	ncbi-nuccore-short	1	-	-	-	-
MN921446	ncbi-nuccore-short	1	-	-	-	-
MN921447	ncbi-nuccore-short	1	-	-	-	-
MN921448	ncbi-nuccore-short	1	-	-	-	-
MN921449	ncbi-nuccore-short	1	-	-	-	-
MN921450	ncbi-nuccore-short	1	-	-	-	-
MN921451	ncbi-nuccore-short	1	-	-	-	-
MN921452	ncbi-nuccore-short	1	-	-	-	-
MN921453	ncbi-nuccore-short	1	-	-	-	-
MN921454	ncbi-nuccore-short	1	-	-	-	-
MN921455	ncbi-nuccore-short	1	-	-	-	-
MN921456	ncbi-nuccore-short	1	-	-	-	-
MN921457	ncbi-nuccore-short	1	-	-	-	-
MN921458	ncbi-nuccore-short	1	-	-	-	-
MN921459	ncbi-nuccore-short	1	-	-	-	-
MN921460	ncbi-nuccore-short	1	-	-	-	-
MN921461	ncbi-nuccore-short	1	-	-	-	-
MN921462	ncbi-nuccore-short	1	-	-	-	-
MN921463	ncbi-nuccore-short	1	-	-	-	-
MN921464	ncbi-nuccore-short	1	-	-	-	-
MN921465	ncbi-nuccore-short	1	-	-	-	-
MN921466	ncbi-nuccore-short	1	-	-	-	-
MN921467	ncbi-nuccore-short	1	-	-	-	-
MN921468	ncbi-nuccore-short	1	-	-	-	-
MN921469	ncbi-nuccore-short	1	-	-	-	-
MN921470	ncbi-nuccore-short	1	-	-	-	-
MN921471	ncbi-nuccore-short	1	-	-	-	-
MN921472	ncbi-nuccore-short	1	-	-	-	-
MN921473	ncbi-nuccore-short	1	-	-	-	-
MN921474	ncbi-nuccore-short	1	-	-	-	-
MN921475	ncbi-nuccore-short	1	-	-	-	-
MN921476	ncbi-nuccore-short	1	-	-	-	-
MN921477	ncbi-nuccore-short	1	-	-	-	-
MN921478	ncbi-nuccore-short	1	-	-	-	-
MN921479	ncbi-nuccore-short	1	-	-	-	-
MN921480	ncbi-nuccore-short	1	-	-	-	-
MN921481	ncbi-nuccore-short	1	-	-	-	-
MN921482	ncbi-nuccore-short	1	-	-	-	-
MN921483	ncbi-nuccore-short	1	-	-	-	-
MN921484	ncbi-nuccore-short	1	-	-	-	-
MN921485	ncbi-nuccore-short	1	-	-	-	-
MN921486	ncbi-nuccore-short	1	-	-	-	-
MN921487	ncbi-nuccore-short	1	-	-	-	-
MN921488	ncbi-nuccore-short	1	-	-	-	-
MN921489	ncbi-nuccore-short	1	-	-	-	-
MN921490	ncbi-nuccore-short	1	-	-	-	-
MN921491	ncbi-nuccore-short	1	-	-	-	-
MN921492	ncbi-nuccore-short	1	-	-	-	-
MN921493	ncbi-nuccore-short	1	-	-	-	-
MN921494	ncbi-nuccore-short	1	-	-	-	-
MN921495	ncbi-nuccore-short	1	-	-	-	-
MN921496	ncbi-nuccore-short	1	-	-	-	-
MN921497	ncbi-nuccore-short	1	-	-	-	-
MN921498	ncbi-nuccore-short	1	-	-	-	-
MN921499	ncbi-nuccore-short	1	-	-	-	-
MN921500	ncbi-nuccore-short	1	-	-	-	-
MN921501	ncbi-nuccore-short	1	-	-	-	-
MN921502	ncbi-nuccore-short	1	-	-	-	-
MN921503	ncbi-nuccore-short	1	-	-	-	-
MN921504	ncbi-nuccore-short	1	-	-	-	-
MN921505	ncbi-nuccore-short	1	-	-	-	-
MN921506	ncbi-nuccore-short	1	-	-	-	-
MN921507	ncbi-nuccore-short	1	-	-	-	-
MN921508	ncbi-nuccore-short	1	-	-	-	-
MN921509	ncbi-nuccore-short	1	-	-	-	-
MN921510	ncbi-nuccore-short	1	-	-	-	-
MN921511	ncbi-nuccore-short	1	-	-	-	-
MN921512	ncbi-nuccore-short	1	-	-	-	-
MN921513	ncbi-nuccore-short	1	-	-	-	-
MN921514	ncbi-nuccore-short	1	-	-	-	-
MN921515	ncbi-nuccore-short	1	-	-	-	-
MN921516	ncbi-nuccore-short	1	-	-	-	-
MN921517	ncbi-nuccore-short	1	-	-	-	-
MN921518	ncbi-nuccore-short	1	-	-	-	-
MN921519	ncbi-nuccore-short	1	-	-	-	-
MN921520	ncbi-nuccore-short	1	-	-	-	-
MN921521	ncbi-nuccore-short	1	-	-	-	-
MN921522	ncbi-nuccore-short	1	-	-	-	-
MN921523	ncbi-nuccore-short	1	-	-	-	-
MN921524	ncbi-nuccore-short	1	-	-	-	-
MN921525	ncbi-nuccore-short	1	-	-	-	-
MN921526	ncbi-nuccore-short	1	-	-	-	-
MN921527	ncbi-nuccore-short	1	-	-	-	-
MN921528	ncbi-nuccore-short	1	-	-	-	-
MN921529	ncbi-nuccore-short	1	-	-	-	-
MN921530	ncbi-nuccore-short	1	-	-	-	-
MN921531	ncbi-nuccore-short	1	-	-	-	-
MN921532	ncbi-nuccore-short	1	-	-	-	-
MN921533	ncbi-nuccore-short	1	-	-	-	-
MN921534	ncbi-nuccore-short	1	-	-	-	-
MN921535	ncbi-nuccore-short	1	-	-	-	-
MN921536	ncbi-nuccore-short	1	-	-	-	-
MN921537	ncbi-nuccore-short	1	-	-	-	-
MN921538	ncbi-nuccore-short	1	-	-	-	-
MN921539	ncbi-nuccore-short	1	-	-	-	-
MN921540	ncbi-nuccore-short	1	-	-	-	-
MN921541	ncbi-nuccore-short	1	-	-	-	-
MN921542	ncbi-nuccore-short	1	-	-	-	-
MN921543	ncbi-nuccore-short	1	-	-	-	-
MN921544	ncbi-nuccore-short	1	-	-	-	-
MN921545	ncbi-nuccore-short	1	-	-	-	-
MN921546	ncbi-nuccore-short	1	-	-	-	-
MN921547	ncbi-nuccore-short	1	-	-	-	-
MN921548	ncbi-nuccore-short	1	-	-	-	-
MN921549	ncbi-nuccore-short	1	-	-	-	-
MN921550	ncbi-nuccore-short	1	-	-	-	-
MN921551	ncbi-nuccore-short	1	-	-	-	-
MN921552	ncbi-nuccore-short	1	-	-	-	-
MN921553	ncbi-nuccore-short	1	-	-	-	-
MN921554	ncbi-nuccore-short	1	-	-	-	-
MN921555	ncbi-nuccore-short	1	-	-	-	-
MN921556	ncbi-nuccore-short	1	-	-	-	-
MN921557	ncbi-nuccore-short	1	-	-	-	-
MN921558	ncbi-nuccore-short	1	-	-	-	-
MN921559	ncbi-nuccore-short	1	-	-	-	-
MN921560	ncbi-nuccore-short	1	-	-	-	-
MN921561	ncbi-nuccore-short	1	-	-	-	-
MN921562	ncbi-nuccore-short	1	-	-	-	-
MN921563	ncbi-nuccore-short	1	-	-	-	-
MN921564	ncbi-nuccore-short	1	-	-	-	-
MN921565	ncbi-nuccore-short	1	-	-	-	-
MN921566	ncbi-nuccore-short	1	-	-	-	-
MN921567	ncbi-nuccore-short	1	-	-	-	-
MN921568	ncbi-nuccore-short	1	-	-	-	-
MN921569	ncbi-nuccore-short	1	-	-	-	-
MN921570	ncbi-nuccore-short	1	-	-	-	-
MN921571	ncbi-nuccore-short	1	-	-	-	-
MN921572	ncbi-nuccore-short	1	-	-	-	-
MN921573	ncbi-nuccore-short	1	-	-	-	-
MN921574	ncbi-nuccore-short	1	-	-	-	-
MN921575	ncbi-nuccore-short	1	-	-	-	-
MN921576	ncbi-nuccore-short	1	-	-	-	-
MN921577	ncbi-nuccore-short	1	-	-	-	-
MN921578	ncbi-nuccore-short	1	-	-	-	-
MN921579	ncbi-nuccore-short	1	-	-	-	-
MN921580	ncbi-nuccore-short	1	-	-	-	-
MN921581	ncbi-nuccore-short	1	-	-	-	-
MN921582	ncbi-nuccore-short	1	-	-	-	-
MN921583	ncbi-nuccore-short	1	-	-	-	-
MN921584	ncbi-nuccore-short	1	-	-	-	-
MN921585	ncbi-nuccore-short	1	-	-	-	-
MN921586	ncbi-nuccore-short	1	-	-	-	-
MN921587	ncbi-nuccore-short	1	-	-	-	-
MN921588	ncbi-nuccore-short	1	-	-	-	-
MN921589	ncbi-nuccore-short	1	-	-	-	-
MN921590	ncbi-nuccore-short	1	-	-	-	-
MN921591	ncbi-nuccore-short	1	-	-	-	-
MN921592	ncbi-nuccore-short	1	-	-	-	-
MN921593	ncbi-nuccore-short	1	-	-	-	-
MN921594	ncbi-nuccore-short	1	-	-	-	-
MN921595	ncbi-nuccore-short	1	-	-	-	-
MN921596	ncbi-nuccore-short	1	-	-	-	-
MN921597	ncbi-nuccore-short	1	-	-	-	-
MN921598	ncbi-nuccore-short	1	-	-	-	-
MN921599	ncbi-nuccore-short	1	-	-	-	-
MN921600	ncbi-nuccore-short	1	-	-	-	-
MN921601	ncbi-nuccore-short	1	-	-	-	-
MN921602	ncbi-nuccore-short	1	-	-	-	-
MN921603	ncbi-nuccore-short	1	-	-	-	-
MN921604	ncbi-nuccore-short	1	-	-	-	-
MN921605	ncbi-nuccore-short	1	-	-	-	-
MN921606	ncbi-nuccore-short	1	-	-	-	-
MN921607	ncbi-nuccore-short	1	-	-	-	-
MN921608	ncbi-nuccore-short	1	-	-	-	-
MN921609	ncbi-nuccore-short	1	-	-	-	-
MN921610	ncbi-nuccore-short	1	-	-	-	-
MN921611	ncbi-nuccore-short	1	-	-	-	-
MN921612	ncbi-nuccore-short	1	-	-	-	-
MN921613	ncbi-nuccore-short	1	-	-	-	-
MN921614	ncbi-nuccore-short	1	-	-	-	-
MN921615	ncbi-nuccore-short	1	-	-	-	-
MN921616	ncbi-nuccore-short	1	-	-	-	-
MN921617	ncbi-nuccore-short	1	-	-	-	-
MN921618	ncbi-nuccore-short	1	-	-	-	-
MN921619	ncbi-nuccore-short	1	-	-	-	-
MN921620	ncbi-nuccore-short	1	-	-	-	-
MN921621	ncbi-nuccore-short	1	-	-	-	-
MN921622	ncbi-nuccore-short	1	-	-	-	-
MN921623	ncbi-nuccore-short	1	-	-	-	-
MN921624	ncbi-nuccore-short	1	-	-	-	-
MN921625	ncbi-nuccore-short	1	-	-	-	-
MN921626	ncbi-nuccore-short	1	-	-	-	-
MN921627	ncbi-nuccore-short	1	-	-	-	-
MN921628	ncbi-nuccore-short	1	-	-	-	-
MN921629	ncbi-nuccore-short	1	-	-	-	-
MN921630	ncbi-nuccore-short	1	-	-	-	-
MN921631	ncbi-nuccore-short	1	-	-	-	-
MN921632	ncbi-nuccore-short	1	-	-	-	-
MN921633	ncbi-nuccore-short	1	-	-	-	-
MN921634	ncbi-nuccore-short	1	-	-	-	-
MN921635	ncbi-nuccore-short	1	-	-	-	-
MN921636	ncbi-nuccore-short	1	-	-	-	-
MN921637	ncbi-nuccore-short	1	-	-	-	-
MN921638	ncbi-nuccore-short	1	-	-	-	-
MN921639	ncbi-nuccore-short	1	-	-	-	-
MN921640	ncbi-nuccore-short	1	-	-	-	-
MN921641	ncbi-nuccore-short	1	-	-	-	-
MN921642	ncbi-nuccore-short	1	-	-	-	-
MN921643	ncbi-nuccore-short	1	-	-	-	-
MN921644	ncbi-nuccore-short	1	-	-	-	-
MN923125	ncbi-nuccore-short	2	-	-	-	-
MN923126	ncbi-nuccore-short	2	-	-	-	-
MN923127	ncbi-nuccore-short	2	-	-	-	-
MN923128	ncbi-nuccore-short	2	-	-	-	-
MN923129	ncbi-nuccore-short	2	-	-	-	-
MN923130	ncbi-nuccore-short	2	-	-	-	-
MN923131	ncbi-nuccore-short	2	-	-	-	-
MN923132	ncbi-nuccore-short	2	-	-	-	-
MN923133	ncbi-nuccore-short	2	-	-	-	-
MN923134	ncbi-nuccore-short	2	-	-	-	-
MN923135	ncbi-nuccore-short	2	-	-	-	-
MN923136	ncbi-nuccore-short	2	-	-	-	-
MN923137	ncbi-nuccore-short	2	-	-	-	-
MN923138	ncbi-nuccore-short	2	-	-	-	-
MN923139	ncbi-nuccore-short	2	-	-	-	-
MN923140	ncbi-nuccore-short	2	-	-	-	-
MN923141	ncbi-nuccore-short	2	-	-	-	-
MN923142	ncbi-nuccore-short	2	-	-	-	-
MN923143	ncbi-nuccore-short	2	-	-	-	-
MN923144	ncbi-nuccore-short	2	-	-	-	-
MN923145	ncbi-nuccore-short	2	-	-	-	-
MN923146	ncbi-nuccore-short	2	-	-	-	-
MN923147	ncbi-nuccore-short	2	-	-	-	-
MN923148	ncbi-nuccore-short	2	-	-	-	-
MN923149	ncbi-nuccore-short	2	-	-	-	-
MN923150	ncbi-nuccore-short	2	-	-	-	-
MN923151	ncbi-nuccore-short	2	-	-	-	-
MN923152	ncbi-nuccore-short	2	-	-	-	-
MN923153	ncbi-nuccore-short	2	-	-	-	-
MN923154	ncbi-nuccore-short	2	-	-	-	-
MN923155	ncbi-nuccore-short	2	-	-	-	-
MN923156	ncbi-nuccore-short	2	-	-	-	-
MN923157	ncbi-nuccore-short	2	-	-	-	-
MN923158	ncbi-nuccore-short	2	-	-	-	-
MN923159	ncbi-nuccore-short	2	-	-	-	-
MN923160	ncbi-nuccore-short	2	-	-	-	-
MN923161	ncbi-nuccore-short	2	-	-	-	-
MN923162	ncbi-nuccore-short	2	-	-	-	-
MN923163	ncbi-nuccore-short	2	-	-	-	-
MN923164	ncbi-nuccore-short	2	-	-	-	-
MN923165	ncbi-nuccore-short	2	-	-	-	-
MN923166	ncbi-nuccore-short	2	-	-	-	-
MN923167	ncbi-nuccore-short	2	-	-	-	-
MN923168	ncbi-nuccore-short	2	-	-	-	-
MN923169	ncbi-nuccore-short	2	-	-	-	-
MN923170	ncbi-nuccore-short	2	-	-	-	-
MN933672	ncbi-nuccore-short	1	-	-	-	-
MN933673	ncbi-nuccore-short	1	-	-	-	-
MN933674	ncbi-nuccore-short	1	-	-	-	-
MN933675	ncbi-nuccore-short	1	-	-	-	-
MN933676	ncbi-nuccore-short	1	-	-	-	-
MN933677	ncbi-nuccore-short	1	-	-	-	-
MN933678	ncbi-nuccore-short	1	-	-	-	-
MN933679	ncbi-nuccore-short	1	-	-	-	-
MN933680	ncbi-nuccore-short	1	-	-	-	-
MN933681	ncbi-nuccore-short	1	-	-	-	-
MN933682	ncbi-nuccore-short	1	-	-	-	-
MN933683	ncbi-nuccore-short	1	-	-	-	-
MN933684	ncbi-nuccore-short	1	-	-	-	-
MN933685	ncbi-nuccore-short	1	-	-	-	-
MN933686	ncbi-nuccore-short	1	-	-	-	-
MN933687	ncbi-nuccore-short	1	-	-	-	-
MN933688	ncbi-nuccore-short	1	-	-	-	-
MN933689	ncbi-nuccore-short	1	-	-	-	-
MN933690	ncbi-nuccore-short	1	-	-	-	-
MN933691	ncbi-nuccore-short	1	-	-	-	-
MN933692	ncbi-nuccore-short	1	-	-	-	-
MN933693	ncbi-nuccore-short	1	-	-	-	-
MN933694	ncbi-nuccore-short	1	-	-	-	-
MN933695	ncbi-nuccore-short	1	-	-	-	-
MN933696	ncbi-nuccore-short	1	-	-	-	-
MN933697	ncbi-nuccore-short	1	-	-	-	-
MN933698	ncbi-nuccore-short	1	-	-	-	-
MN933699	ncbi-nuccore-short	1	-	-	-	-
MN933700	ncbi-nuccore-short	1	-	-	-	-
MN933701	ncbi-nuccore-short	1	-	-	-	-
MN933702	ncbi-nuccore-short	1	-	-	-	-
MN933703	ncbi-nuccore-short	1	-	-	-	-
MN933704	ncbi-nuccore-short	1	-	-	-	-
MN933705	ncbi-nuccore-short	1	-	-	-	-
MN933706	ncbi-nuccore-short	1	-	-	-	-
MN933707	ncbi-nuccore-short	1	-	-	-	-
MN933708	ncbi-nuccore-short	1	-	-	-	-
MN933709	ncbi-nuccore-short	1	-	-	-	-
MN933710	ncbi-nuccore-short	1	-	-	-	-
MN933711	ncbi-nuccore-short	1	-	-	-	-
MN933712	ncbi-nuccore-short	1	-	-	-	-
MN933713	ncbi-nuccore-short	1	-	-	-	-
MN933714	ncbi-nuccore-short	1	-	-	-	-
MN933715	ncbi-nuccore-short	1	-	-	-	-
MN933716	ncbi-nuccore-short	1	-	-	-	-
MN933717	ncbi-nuccore-short	1	-	-	-	-
MN933718	ncbi-nuccore-short	1	-	-	-	-
MN933719	ncbi-nuccore-short	1	-	-	-	-
MN933720	ncbi-nuccore-short	1	-	-	-	-
MN933721	ncbi-nuccore-short	1	-	-	-	-
MN933722	ncbi-nuccore-short	1	-	-	-	-
MN933723	ncbi-nuccore-short	1	-	-	-	-
MN933724	ncbi-nuccore-short	1	-	-	-	-
MN933725	ncbi-nuccore-short	1	-	-	-	-
MN933726	ncbi-nuccore-short	1	-	-	-	-
MN933727	ncbi-nuccore-short	1	-	-	-	-
MN933728	ncbi-nuccore-short	1	-	-	-	-
MN933729	ncbi-nuccore-short	1	-	-	-	-
MN933730	ncbi-nuccore-short	1	-	-	-	-
MN933731	ncbi-nuccore-short	1	-	-	-	-
MN933732	ncbi-nuccore-short	1	-	-	-	-
MN933733	ncbi-nuccore-short	1	-	-	-	-
MN933734	ncbi-nuccore-short	1	-	-	-	-
MN933735	ncbi-nuccore-short	1	-	-	-	-
MN933736	ncbi-nuccore-short	1	-	-	-	-
MN933737	ncbi-nuccore-short	1	-	-	-	-
MN933738	ncbi-nuccore-short	1	-	-	-	-
MN933739	ncbi-nuccore-short	1	-	-	-	-
MN933740	ncbi-nuccore-short	1	-	-	-	-
MN933741	ncbi-nuccore-short	1	-	-	-	-
MN933742	ncbi-nuccore-short	1	-	-	-	-
MN933743	ncbi-nuccore-short	1	-	-	-	-
MN933744	ncbi-nuccore-short	1	-	-	-	-
MN933745	ncbi-nuccore-short	1	-	-	-	-
MN933746	ncbi-nuccore-short	1	-	-	-	-
MN933747	ncbi-nuccore-short	1	-	-	-	-
MN933748	ncbi-nuccore-short	1	-	-	-	-
MN933749	ncbi-nuccore-short	1	-	-	-	-
MN933750	ncbi-nuccore-short	1	-	-	-	-
MN933751	ncbi-nuccore-short	1	-	-	-	-
MN933752	ncbi-nuccore-short	1	-	-	-	-
MN933753	ncbi-nuccore-short	1	-	-	-	-
MN933754	ncbi-nuccore-short	1	-	-	-	-
MN933755	ncbi-nuccore-short	1	-	-	-	-
MN933756	ncbi-nuccore-short	1	-	-	-	-
MN933757	ncbi-nuccore-short	1	-	-	-	-
MN933758	ncbi-nuccore-short	1	-	-	-	-
MN933759	ncbi-nuccore-short	1	-	-	-	-
MN933760	ncbi-nuccore-short	1	-	-	-	-
MN933761	ncbi-nuccore-short	1	-	-	-	-
MN933762	ncbi-nuccore-short	1	-	-	-	-
MN933763	ncbi-nuccore-short	1	-	-	-	-
MN933764	ncbi-nuccore-short	1	-	-	-	-
MN933765	ncbi-nuccore-short	1	-	-	-	-
MN933766	ncbi-nuccore-short	1	-	-	-	-
MN945986	ncbi-nuccore-short	1	-	-	-	-
MN955621	ncbi-nuccore-short	1	-	-	-	-
MN955622	ncbi-nuccore-short	1	-	-	-	-
MN955623	ncbi-nuccore-short	1	-	-	-	-
MN955624	ncbi-nuccore-short	1	-	-	-	-
MN955625	ncbi-nuccore-short	1	-	-	-	-
MN955626	ncbi-nuccore-short	1	-	-	-	-
MN955627	ncbi-nuccore-short	1	-	-	-	-
MN955628	ncbi-nuccore-short	1	-	-	-	-
MN955629	ncbi-nuccore-short	1	-	-	-	-
MN955630	ncbi-nuccore-short	1	-	-	-	-
MN955631	ncbi-nuccore-short	1	-	-	-	-
MN955632	ncbi-nuccore-short	1	-	-	-	-
MN955633	ncbi-nuccore-short	1	-	-	-	-
MN955634	ncbi-nuccore-short	1	-	-	-	-
MN955635	ncbi-nuccore-short	1	-	-	-	-
MN955636	ncbi-nuccore-short	1	-	-	-	-
MN955637	ncbi-nuccore-short	1	-	-	-	-
MN955638	ncbi-nuccore-short	1	-	-	-	-
MN955639	ncbi-nuccore-short	1	-	-	-	-
MN955640	ncbi-nuccore-short	1	-	-	-	-
MN955641	ncbi-nuccore-short	1	-	-	-	-
MN955642	ncbi-nuccore-short	1	-	-	-	-
MN955643	ncbi-nuccore-short	1	-	-	-	-
MN955644	ncbi-nuccore-short	1	-	-	-	-
MN955645	ncbi-nuccore-short	1	-	-	-	-
MN955646	ncbi-nuccore-short	1	-	-	-	-
MN955647	ncbi-nuccore-short	1	-	-	-	-
MN955648	ncbi-nuccore-short	1	-	-	-	-
MN955649	ncbi-nuccore-short	1	-	-	-	-
MN955650	ncbi-nuccore-short	1	-	-	-	-
MN955651	ncbi-nuccore-short	1	-	-	-	-
MN955652	ncbi-nuccore-short	1	-	-	-	-
MN955653	ncbi-nuccore-short	1	-	-	-	-
MN955654	ncbi-nuccore-short	1	-	-	-	-
MN955655	ncbi-nuccore-short	1	-	-	-	-
MN955656	ncbi-nuccore-short	1	-	-	-	-
MN955657	ncbi-nuccore-short	1	-	-	-	-
MN955658	ncbi-nuccore-short	1	-	-	-	-
MN955659	ncbi-nuccore-short	1	-	-	-	-
MN955660	ncbi-nuccore-short	1	-	-	-	-
MN955661	ncbi-nuccore-short	2	-	-	-	-
MN955662	ncbi-nuccore-short	2	-	-	-	-
MN955663	ncbi-nuccore-short	2	-	-	-	-
MN955664	ncbi-nuccore-short	2	-	-	-	-
MN955665	ncbi-nuccore-short	2	-	-	-	-
MN955666	ncbi-nuccore-short	2	-	-	-	-
MN955667	ncbi-nuccore-short	2	-	-	-	-
MN955668	ncbi-nuccore-short	2	-	-	-	-
MN955669	ncbi-nuccore-short	2	-	-	-	-
MN955670	ncbi-nuccore-short	2	-	-	-	-
MN955671	ncbi-nuccore-short	2	-	-	-	-
MN955672	ncbi-nuccore-short	2	-	-	-	-
MN955673	ncbi-nuccore-short	2	-	-	-	-
MN955674	ncbi-nuccore-short	2	-	-	-	-
MN955675	ncbi-nuccore-short	2	-	-	-	-
MN955676	ncbi-nuccore-short	2	-	-	-	-
MN955677	ncbi-nuccore-short	2	-	-	-	-
MN955678	ncbi-nuccore-short	2	-	-	-	-
MN955679	ncbi-nuccore-short	2	-	-	-	-
MN955680	ncbi-nuccore-short	2	-	-	-	-
MN955681	ncbi-nuccore-short	2	-	-	-	-
MN955682	ncbi-nuccore-short	2	-	-	-	-
MN955683	ncbi-nuccore-short	2	-	-	-	-
MN955684	ncbi-nuccore-short	2	-	-	-	-
MN955685	ncbi-nuccore-short	2	-	-	-	-
MN955686	ncbi-nuccore-short	2	-	-	-	-
MN955687	ncbi-nuccore-short	4	-	-	-	-
MN955688	ncbi-nuccore-short	4	-	-	-	-
MN955689	ncbi-nuccore-short	4	-	-	-	-
MN955690	ncbi-nuccore-short	4	-	-	-	-
MN955691	ncbi-nuccore-short	4	-	-	-	-
MN955692	ncbi-nuccore-short	4	-	-	-	-
MN955693	ncbi-nuccore-short	4	-	-	-	-
MN982889	ncbi-nuccore-short	2	-	-	-	-
MN982890	ncbi-nuccore-short	2	-	-	-	-
MN982891	ncbi-nuccore-short	2	-	-	-	-
MN982892	ncbi-nuccore-short	2	-	-	-	-
MN982893	ncbi-nuccore-short	2	-	-	-	-
MN982894	ncbi-nuccore-short	2	-	-	-	-
MN982895	ncbi-nuccore-short	2	-	-	-	-
MN982896	ncbi-nuccore-short	2	-	-	-	-
MN982897	ncbi-nuccore-short	2	-	-	-	-
MN982898	ncbi-nuccore-short	2	-	-	-	-
MN982900	ncbi-nuccore-short	2	-	-	-	-
MN982901	ncbi-nuccore-short	2	-	-	-	-
MN990193	ncbi-nuccore-short	2	-	-	-	-
MN990194	ncbi-nuccore-short	2	-	-	-	-
MN990195	ncbi-nuccore-short	2	-	-	-	-
MN990196	ncbi-nuccore-short	2	-	-	-	-
MN990197	ncbi-nuccore-short	2	-	-	-	-
MN990198	ncbi-nuccore-short	2	-	-	-	-
MN990199	ncbi-nuccore-short	2	-	-	-	-
MN990200	ncbi-nuccore-short	2	-	-	-	-
MN990201	ncbi-nuccore-short	2	-	-	-	-
MN990202	ncbi-nuccore-short	2	-	-	-	-
MN990203	ncbi-nuccore-short	2	-	-	-	-
MN990204	ncbi-nuccore-short	2	-	-	-	-
MN990205	ncbi-nuccore-short	2	-	-	-	-
MP879433	ncbi-nuccore-short	-	-	-	-	-
MP879434	ncbi-nuccore-short	2	-	-	-	-
MP879435	ncbi-nuccore-short	-	-	-	-	-
MP879436	ncbi-nuccore-short	3	-	-	-	-
MT012480	ncbi-nuccore-short	2	-	-	-	-
MT072221	ncbi-nuccore-short	2	-	-	-	-
MT072226	ncbi-nuccore-short	1	-	-	-	-
MT072227	ncbi-nuccore-short	2	-	-	-	-
MT072228	ncbi-nuccore-short	3	-	-	-	-
MT076936	ncbi-nuccore-short	1	-	-	-	-
MT076938	ncbi-nuccore-short	2	-	-	-	-
